Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,gender,age,disease state,tissue,GEO Accession
SRR8438222,10273348,513667400,50,174,SRX5245667,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248015,SAMN10737099,simple,10090,Mus musculus,GSM3561168,GEO,SRA834299,09,2019,Wu,Total kidney,Female.D5UUO.Total.3,Proximal tubule,male,Wk12,day 5 after unilateral ureteral obstruction (UUO) surgery (moderate kidney injury model),Proximal tubule,GSM3561155
SRR8438223,10362809,518140450,50,175,SRX5245667,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248015,SAMN10737099,simple,10090,Mus musculus,GSM3561168,GEO,SRA834299,09,2019,Wu,Total kidney,Female.D5UUO.Total.3,Proximal tubule,male,Wk12,day 5 after unilateral ureteral obstruction (UUO) surgery (moderate kidney injury model),Proximal tubule,GSM3561156
SRR8438224,10288390,514419500,50,177,SRX5245668,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248014,SAMN10737097,simple,10090,Mus musculus,GSM3561169,GEO,SRA834299,09,2019,Wu,Total kidney,Female.D10UUO.Total.1,Proximal tubule,male,Wk12,day 5 after unilateral ureteral obstruction (UUO) surgery (moderate kidney injury model),Proximal tubule,GSM3561157
SRR8438225,10464978,523248900,50,179,SRX5245668,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248014,SAMN10737097,simple,10090,Mus musculus,GSM3561169,GEO,SRA834299,09,2019,Wu,Total kidney,Female.D10UUO.Total.1,Proximal tubule,male,Wk12,day 5 after unilateral ureteral obstruction (UUO) surgery (moderate kidney injury model),Proximal tubule,GSM3561158
SRR8438226,15761012,788050600,50,268,SRX5245669,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248016,SAMN10737096,simple,10090,Mus musculus,GSM3561170,GEO,SRA834299,09,2019,Wu,Total kidney,Female.D10UUO.Total.2,Proximal tubule,male,Wk12,day 10 after unilateral ureteral obstruction (UUO) surgery (severe kidney injury model),Proximal tubule,GSM3561159
SRR8438227,15705920,785296000,50,265,SRX5245669,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248016,SAMN10737096,simple,10090,Mus musculus,GSM3561170,GEO,SRA834299,09,2019,Wu,Total kidney,Female.D10UUO.Total.2,Proximal tubule,male,Wk12,day 10 after unilateral ureteral obstruction (UUO) surgery (severe kidney injury model),Proximal tubule,GSM3561160
SRR8438228,19985850,999292500,50,344,SRX5245670,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248017,SAMN10737095,simple,10090,Mus musculus,GSM3561171,GEO,SRA834299,09,2019,Wu,Total kidney,Female.D10UUO.Total.3,Proximal tubule,male,Wk12,day 10 after unilateral ureteral obstruction (UUO) surgery (severe kidney injury model),Proximal tubule,GSM3561161
SRR8438229,20114232,1005711600,50,344,SRX5245670,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248017,SAMN10737095,simple,10090,Mus musculus,GSM3561171,GEO,SRA834299,09,2019,Wu,Total kidney,Female.D10UUO.Total.3,Proximal tubule,male,Wk12,day 10 after unilateral ureteral obstruction (UUO) surgery (severe kidney injury model),Proximal tubule,GSM3561162
SRR8438230,13283739,664186950,50,232,SRX5245671,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248018,SAMN10737093,simple,10090,Mus musculus,GSM3561172,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.CLK.PT.1,Total kidney,female,Wk12,contralateral kidney (healthy control),Total kidney,GSM3561163
SRR8438231,13137081,656854050,50,229,SRX5245671,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248018,SAMN10737093,simple,10090,Mus musculus,GSM3561172,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.CLK.PT.1,Total kidney,female,Wk12,contralateral kidney (healthy control),Total kidney,GSM3561164
SRR8438232,15519522,775976100,50,261,SRX5245672,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248019,SAMN10737092,simple,10090,Mus musculus,GSM3561173,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.CLK.PT.2,Total kidney,female,Wk12,contralateral kidney (healthy control),Total kidney,GSM3561165
SRR8438233,15555227,777761350,50,262,SRX5245672,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248019,SAMN10737092,simple,10090,Mus musculus,GSM3561173,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.CLK.PT.2,Total kidney,female,Wk12,day 5 after unilateral ureteral obstruction (UUO) surgery (moderate kidney injury model),Total kidney,GSM3561166
SRR8438234,15186581,759329050,50,255,SRX5245673,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248021,SAMN10737091,simple,10090,Mus musculus,GSM3561174,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.CLK.PT.3,Total kidney,female,Wk12,day 5 after unilateral ureteral obstruction (UUO) surgery (moderate kidney injury model),Total kidney,GSM3561167
SRR8438235,15155409,757770450,50,254,SRX5245673,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248021,SAMN10737091,simple,10090,Mus musculus,GSM3561174,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.CLK.PT.3,Total kidney,female,Wk12,day 5 after unilateral ureteral obstruction (UUO) surgery (moderate kidney injury model),Total kidney,GSM3561168
SRR8438236,11873114,593655700,50,203,SRX5245674,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248020,SAMN10737090,simple,10090,Mus musculus,GSM3561175,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.D5UUO.PT.1,Total kidney,female,Wk12,day 10 after unilateral ureteral obstruction (UUO) surgery (severe kidney injury model),Total kidney,GSM3561169
SRR8438237,11939046,596952300,50,203,SRX5245674,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248020,SAMN10737090,simple,10090,Mus musculus,GSM3561175,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.D5UUO.PT.1,Total kidney,female,Wk12,day 10 after unilateral ureteral obstruction (UUO) surgery (severe kidney injury model),Total kidney,GSM3561170
SRR8438238,9508190,475409500,50,164,SRX5245675,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248022,SAMN10737089,simple,10090,Mus musculus,GSM3561176,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.D5UUO.PT.2,Total kidney,female,Wk12,day 10 after unilateral ureteral obstruction (UUO) surgery (severe kidney injury model),Total kidney,GSM3561171
SRR8438239,9692719,484635950,50,167,SRX5245675,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248022,SAMN10737089,simple,10090,Mus musculus,GSM3561176,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.D5UUO.PT.2,Proximal tubule,female,Wk12,contralateral kidney (healthy control),Proximal tubule,GSM3561172
SRR8438240,15199246,759962300,50,258,SRX5245676,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248023,SAMN10737088,simple,10090,Mus musculus,GSM3561177,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.D5UUO.PT.3,Proximal tubule,female,Wk12,contralateral kidney (healthy control),Proximal tubule,GSM3561173
SRR8438241,15298485,764924250,50,258,SRX5245676,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248023,SAMN10737088,simple,10090,Mus musculus,GSM3561177,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.D5UUO.PT.3,Proximal tubule,female,Wk12,contralateral kidney (healthy control),Proximal tubule,GSM3561174
SRR8438242,14430979,721548950,50,245,SRX5245677,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248024,SAMN10737086,simple,10090,Mus musculus,GSM3561178,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.D10UUO.PT.1,Proximal tubule,female,Wk12,day 5 after unilateral ureteral obstruction (UUO) surgery (moderate kidney injury model),Proximal tubule,GSM3561175
SRR8438243,14467113,723355650,50,244,SRX5245677,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248024,SAMN10737086,simple,10090,Mus musculus,GSM3561178,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.D10UUO.PT.1,Proximal tubule,female,Wk12,day 5 after unilateral ureteral obstruction (UUO) surgery (moderate kidney injury model),Proximal tubule,GSM3561176
SRR8438244,14199873,709993650,50,241,SRX5245678,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248025,SAMN10737085,simple,10090,Mus musculus,GSM3561179,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.D10UUO.PT.2,Proximal tubule,female,Wk12,day 5 after unilateral ureteral obstruction (UUO) surgery (moderate kidney injury model),Proximal tubule,GSM3561177
SRR8438245,14210507,710525350,50,240,SRX5245678,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248025,SAMN10737085,simple,10090,Mus musculus,GSM3561179,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.D10UUO.PT.2,Proximal tubule,female,Wk12,day 10 after unilateral ureteral obstruction (UUO) surgery (severe kidney injury model),Proximal tubule,GSM3561178
SRR8438246,20841702,1042085100,50,355,SRX5245679,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248026,SAMN10737084,simple,10090,Mus musculus,GSM3561180,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.D10UUO.PT.3,Proximal tubule,female,Wk12,day 10 after unilateral ureteral obstruction (UUO) surgery (severe kidney injury model),Proximal tubule,GSM3561179
SRR8438247,20852053,1042602650,50,354,SRX5245679,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP178890,PRJNA514912,31537650,"",SRS4248026,SAMN10737084,simple,10090,Mus musculus,GSM3561180,GEO,SRA834299,09,2019,Wu,Proximal tubule,Female.D10UUO.PT.3,Proximal tubule,female,Wk12,day 10 after unilateral ureteral obstruction (UUO) surgery (severe kidney injury model),Proximal tubule,GSM3561180
